sku,qty,is_in_stock
100921,0.0000,1
100922,0.0000,1
100923,0.0000,0
100924,0.0000,1
100925,0.0000,1
100926,0.0000,1
100927,0.0000,1
100928,0.0000,1
100929,0.0000,1
100930,0.0000,1
100931,0.0000,1
100932,0.0000,1
100933,0.0000,1
100934,0.0000,1
100935,0.0000,1
100936,0.0000,1
100937,0.0000,1
100938,0.0000,1
100939,0.0000,1
100940,0.0000,1
100941,0.0000,1
100942,0.0000,1
100943,0.0000,1
100944,0.0000,1
100945,0.0000,1
100946,0.0000,1
100947,500.0000,1
100948,0.0000,1
100949,0.0000,1
100950,0.0000,1
100951,0.0000,1
100952,0.0000,1
100953,0.0000,1
100954,500.0000,1
100955,400.0000,1
100956,0.0000,1
100957,0.0000,1
100958,0.0000,1
100959,0.0000,1
100960,0.0000,1
100961,0.0000,1
100962,0.0000,1
100963,0.0000,1
100964,0.0000,1
100965,0.0000,1
100966,0.0000,1
100967,0.0000,1
100968,0.0000,1
100969,0.0000,1
100970,0.0000,1
100971,0.0000,1
100972,0.0000,1
100974,0.0000,1
100975,0.0000,1
100976,0.0000,1
100977,0.0000,1
100978,0.0000,1
100979,0.0000,1
100980,0.0000,1
100981,0.0000,1
100982,0.0000,1
100983,0.0000,1
100984,0.0000,1
100985,0.0000,1
100986,0.0000,1
100987,0.0000,1
100988,0.0000,1
100989,0.0000,1
100990,0.0000,1
100991,0.0000,1
100992,0.0000,0
100993,0.0000,1
100994,0.0000,1
100995,0.0000,1
100996,0.0000,1
100997,100.0000,1
100998,0.0000,1
100999,312.0000,1
101000,650.0000,1
101001,0.0000,1
101002,0.0000,1
101003,0.0000,0
101004,0.0000,1
101005,0.0000,1
101006,0.0000,1
101007,0.0000,1
101008,0.0000,1
101009,0.0000,1
101010,0.0000,1
101011,0.0000,1
101012,0.0000,1
101013,0.0000,1
101014,0.0000,1
101015,250.0000,1
101016,0.0000,1
101017,0.0000,1
101018,0.0000,1
101019,0.0000,1
101021,0.0000,1
101022,0.0000,1
101023,0.0000,1
101024,0.0000,1
101025,0.0000,1
101026,0.0000,1
101027,0.0000,1
101028,0.0000,1
101029,0.0000,1
101030,0.0000,1
101031,0.0000,1
101032,0.0000,1
101033,0.0000,1
101034,0.0000,1
101035,0.0000,1
101036,0.0000,1
101037,0.0000,1
101038,50.0000,1
101039,0.0000,1
101040,0.0000,1
101041,0.0000,1
101042,0.0000,1
101043,0.0000,1
101044,0.0000,1
101045,0.0000,1
101046,0.0000,1
101047,0.0000,1
101048,0.0000,1
101049,0.0000,1
101050,0.0000,1
101051,0.0000,1
101052,0.0000,1
101053,0.0000,1
101054,0.0000,1
101055,0.0000,1
101056,0.0000,1
101057,0.0000,0
101058,0.0000,1
101059,0.0000,1
101060,0.0000,1
101061,0.0000,0
101062,0.0000,1
101063,0.0000,1
101064,0.0000,1
101065,0.0000,1
101066,0.0000,1
101067,0.0000,1
101068,0.0000,0
101069,0.0000,1
101070,0.0000,1
101071,0.0000,1
101072,0.0000,1
101073,0.0000,1
101074,0.0000,1
101075,0.0000,1
101076,0.0000,1
101077,0.0000,1
101078,0.0000,1
101079,0.0000,1
101080,0.0000,1
101081,0.0000,1
101082,0.0000,1
101083,0.0000,1
101084,0.0000,1
101085,0.0000,1
101086,0.0000,1
101087,0.0000,1
101088,0.0000,1
101089,0.0000,1
101090,0.0000,1
101091,0.0000,1
101092,0.0000,1
101093,0.0000,1
101094,0.0000,1
101095,0.0000,1
101096,0.0000,1
101097,0.0000,1
101098,0.0000,1
101099,0.0000,1
101100,0.0000,1
101101,0.0000,1
101102,0.0000,1
101103,0.0000,1
101104,0.0000,1
101105,0.0000,1
101106,0.0000,1
101107,0.0000,1
101108,0.0000,1
101109,0.0000,1
101110,0.0000,1
101111,0.0000,1
101112,0.0000,0
101113,0.0000,1
101114,0.0000,1
101115,0.0000,1
101116,0.0000,1
101117,0.0000,1
101118,0.0000,1
101119,0.0000,1
101120,0.0000,1
101121,0.0000,1
101122,0.0000,1
101123,0.0000,1
101124,0.0000,1
101125,0.0000,1
101126,0.0000,1
101127,0.0000,1
101128,0.0000,1
101129,0.0000,1
101130,0.0000,0
101131,0.0000,1
101132,0.0000,1
101133,0.0000,1
101134,0.0000,1
101135,0.0000,1
101137,0.0000,1
101138,0.0000,1
101139,0.0000,1
101140,0.0000,1
101141,0.0000,1
101142,0.0000,1
101143,0.0000,1
101144,0.0000,1
101145,0.0000,1
101146,0.0000,1
101147,0.0000,1
101148,0.0000,1
101149,0.0000,1
101150,0.0000,1
101151,0.0000,1
101152,0.0000,1
101153,0.0000,1
101154,0.0000,1
101155,0.0000,1
101156,0.0000,1
101157,0.0000,1
101158,0.0000,1
101159,0.0000,1
101160,0.0000,1
101161,0.0000,1
101162,0.0000,1
101163,0.0000,1
101164,0.0000,1
101165,0.0000,1
101166,0.0000,1
101167,0.0000,1
101168,0.0000,1
101169,0.0000,1
101170,0.0000,1
101171,0.0000,1
101172,0.0000,1
101173,0.0000,1
101174,0.0000,1
101175,0.0000,0
101176,0.0000,0
101177,0.0000,0
101178,0.0000,0
101179,0.0000,0
101180,0.0000,0
101181,0.0000,1
101182,0.0000,0
101183,0.0000,0
101184,0.0000,0
101185,0.0000,0
101186,0.0000,0
101187,0.0000,0
101188,0.0000,0
101189,0.0000,0
101190,0.0000,0
101191,0.0000,0
101192,0.0000,1
101193,0.0000,1
101194,0.0000,1
101195,0.0000,1
101196,0.0000,1
101197,0.0000,1
101198,0.0000,1
101199,0.0000,1
101200,0.0000,1
101201,0.0000,1
101202,0.0000,1
101203,0.0000,1
101204,0.0000,1
101205,0.0000,0
101206,0.0000,0
101207,0.0000,1
101208,0.0000,0
101209,0.0000,1
101210,0.0000,1
101211,0.0000,1
101212,0.0000,1
101213,0.0000,1
101214,0.0000,1
101215,0.0000,1
101216,0.0000,1
101217,0.0000,1
101218,0.0000,1
101219,0.0000,1
101220,0.0000,1
101221,0.0000,1
101222,0.0000,1
101223,0.0000,1
101224,0.0000,1
101225,0.0000,0
101226,0.0000,0
101227,0.0000,1
101228,0.0000,1
101229,0.0000,1
101230,0.0000,1
101231,0.0000,1
101232,0.0000,1
101233,0.0000,1
101234,0.0000,1
101235,0.0000,1
101236,0.0000,1
101237,0.0000,1
101238,0.0000,1
101239,0.0000,1
101240,0.0000,1
101241,0.0000,1
101242,0.0000,1
101243,0.0000,1
101244,0.0000,1
101245,0.0000,1
101246,0.0000,1
101247,0.0000,1
101248,0.0000,1
101249,0.0000,1
101250,0.0000,1
101251,0.0000,1
101252,0.0000,1
101253,0.0000,1
101254,0.0000,1
101255,0.0000,1
101256,0.0000,1
101257,0.0000,1
101258,0.0000,1
101259,0.0000,1
101260,0.0000,1
101261,0.0000,1
101262,0.0000,1
101263,0.0000,1
101264,0.0000,1
101265,0.0000,0
101266,0.0000,1
101267,0.0000,1
101268,0.0000,1
101269,0.0000,0
101270,0.0000,1
101271,0.0000,1
101272,0.0000,1
101273,0.0000,1
101274,0.0000,1
101275,0.0000,1
101276,0.0000,1
101277,0.0000,1
101278,0.0000,1
101279,0.0000,1
101280,0.0000,1
101281,0.0000,1
101282,0.0000,1
101283,0.0000,1
101284,0.0000,1
101285,0.0000,1
101286,0.0000,1
101287,0.0000,1
101288,0.0000,1
101289,0.0000,1
101290,0.0000,1
101291,0.0000,1
101292,0.0000,1
101293,0.0000,1
101294,0.0000,1
101295,0.0000,1
101296,0.0000,1
101297,0.0000,1
101298,0.0000,1
101299,0.0000,1
101300,0.0000,1
101301,0.0000,1
101302,0.0000,1
101303,0.0000,1
101304,0.0000,1
101305,0.0000,1
101306,0.0000,1
101307,0.0000,1
101308,0.0000,1
101309,0.0000,1
101310,0.0000,1
101311,0.0000,1
101312,0.0000,1
101313,0.0000,1
101314,0.0000,1
101315,0.0000,1
101316,0.0000,1
101317,0.0000,1
101318,0.0000,1
101319,0.0000,1
101320,0.0000,1
101321,0.0000,1
101322,0.0000,1
101323,0.0000,1
101324,0.0000,1
101325,0.0000,1
101326,0.0000,1
101327,0.0000,1
101328,0.0000,1
101329,0.0000,1
101330,0.0000,1
101331,0.0000,1
101332,0.0000,1
101333,0.0000,1
101334,0.0000,1
101335,0.0000,1
101336,0.0000,1
101337,0.0000,1
101338,0.0000,1
101339,0.0000,1
101340,0.0000,1
101341,0.0000,1
101342,0.0000,1
101343,0.0000,1
101344,0.0000,1
101345,0.0000,1
101346,0.0000,1
101347,0.0000,1
101348,0.0000,1
101349,0.0000,1
101350,0.0000,1
101351,0.0000,1
101352,0.0000,1
101353,0.0000,1
101354,0.0000,1
101355,0.0000,1
101356,0.0000,1
101357,0.0000,1
101358,0.0000,1
101359,0.0000,1
101360,0.0000,1
101361,0.0000,1
101362,0.0000,1
101363,0.0000,1
101364,0.0000,1
101365,0.0000,1
101366,0.0000,1
101367,0.0000,1
101368,0.0000,1
101369,0.0000,1
101370,0.0000,1
101371,0.0000,1
101372,0.0000,1
101373,0.0000,1
101374,0.0000,1
101375,0.0000,1
101413,0.0000,1
101414,0.0000,1
101415,0.0000,1
101416,0.0000,1
101417,0.0000,1
101418,0.0000,1
101419,0.0000,1
101420,0.0000,1
101421,0.0000,1
101422,0.0000,1
101423,0.0000,1
101424,0.0000,1
101425,0.0000,1
101426,0.0000,1
101427,0.0000,1
101428,0.0000,1
101429,0.0000,1
101430,0.0000,1
101431,0.0000,1
101432,0.0000,0
101433,0.0000,1
101434,0.0000,0
101435,0.0000,1
101436,0.0000,1
101437,0.0000,1
101438,0.0000,1
101439,0.0000,1
101440,0.0000,1
101441,0.0000,1
101442,0.0000,1
101443,0.0000,1
101444,0.0000,1
101445,0.0000,1
101446,0.0000,1
101447,0.0000,1
101448,0.0000,1
101449,0.0000,1
101450,0.0000,1
101451,0.0000,1
101452,0.0000,1
101453,0.0000,1
101454,1800.0000,1
101455,0.0000,1
101456,0.0000,1
101457,0.0000,1
101458,0.0000,1
101459,0.0000,1
101460,0.0000,1
101461,0.0000,1
101462,0.0000,1
101463,0.0000,0
101464,0.0000,1
101465,0.0000,1
101466,0.0000,1
101467,0.0000,1
101468,0.0000,1
101469,0.0000,1
101470,0.0000,1
101471,0.0000,1
101472,0.0000,1
101473,0.0000,1
101474,1600.0000,1
101475,0.0000,1
101476,0.0000,1
101477,0.0000,1
101478,0.0000,1
101479,0.0000,1
101480,0.0000,1
101481,0.0000,1
101482,0.0000,0
101483,0.0000,1
101484,0.0000,1
101485,0.0000,1
101486,0.0000,1
101487,0.0000,1
101488,0.0000,1
101489,0.0000,1
101490,0.0000,1
101491,0.0000,1
101492,0.0000,1
101493,0.0000,0
101494,0.0000,1
101495,0.0000,1
101496,0.0000,1
101497,0.0000,1
101498,0.0000,1
101499,0.0000,1
101500,0.0000,1
101501,0.0000,1
101502,0.0000,1
101503,0.0000,1
101504,0.0000,1
101505,0.0000,1
101506,0.0000,1
101507,0.0000,1
101508,0.0000,1
101509,0.0000,1
101510,0.0000,1
101511,0.0000,1
101512,0.0000,1
101513,0.0000,1
101514,0.0000,1
101515,0.0000,1
101516,0.0000,1
101517,0.0000,1
101518,0.0000,1
101519,0.0000,1
101590,0.0000,1
101591,0.0000,1
101592,0.0000,1
101593,0.0000,1
101594,0.0000,1
101595,0.0000,1
101596,0.0000,1
101597,0.0000,1
101598,0.0000,1
101599,0.0000,1
101600,0.0000,1
101601,0.0000,1
101602,0.0000,1
101603,0.0000,1
101604,0.0000,1
101605,0.0000,1
101606,0.0000,1
101607,0.0000,1
101608,16.0000,1
101609,0.0000,1
101610,0.0000,1
101611,0.0000,1
101612,0.0000,1
101613,0.0000,1
101614,0.0000,1
101615,0.0000,1
101616,0.0000,1
101617,0.0000,1
101618,0.0000,1
101619,0.0000,1
101620,0.0000,1
101621,0.0000,1
101622,0.0000,1
101623,0.0000,1
101624,0.0000,1
101625,0.0000,1
101626,0.0000,1
101627,0.0000,1
101628,85.0000,1
101629,0.0000,1
101630,500.0000,1
101632,0.0000,1
101633,0.0000,1
101634,0.0000,1
101635,0.0000,1
101636,0.0000,1
101637,0.0000,1
101638,0.0000,1
101639,0.0000,1
101640,0.0000,1
101641,0.0000,1
101642,2004.0000,1
101643,0.0000,1
101644,0.0000,1
101645,2529.0000,1
101646,1385.0000,1
101647,1677.0000,1
101648,1191.0000,1
101649,0.0000,1
101650,0.0000,1
101651,1002.0000,1
101652,2329.0000,1
101653,2247.0000,1
101654,1876.0000,1
101655,2813.0000,1
101656,1138.0000,1
101657,0.0000,1
101658,0.0000,1
101659,0.0000,1
101660,0.0000,1
101661,0.0000,1
101662,0.0000,1
101663,675.0000,1
101664,0.0000,1
101665,0.0000,1
101666,0.0000,1
101667,1003.0000,1
101668,0.0000,1
101669,0.0000,1
101670,0.0000,1
101671,0.0000,1
101673,0.0000,1
101674,0.0000,1
101675,0.0000,1
101676,300.0000,1
101677,0.0000,1
101678,0.0000,1
101679,0.0000,1
101680,0.0000,1
101681,0.0000,1
101682,0.0000,1
101683,1157.0000,1
101684,0.0000,1
101685,1088.0000,1
101686,0.0000,1
101687,3296.0000,1
101688,0.0000,1
101689,2760.0000,1
101690,0.0000,1
101691,0.0000,1
101692,0.0000,1
101693,0.0000,1
101694,0.0000,1
101695,0.0000,1
101696,913.0000,1
101697,0.0000,1
101698,695.0000,1
101699,0.0000,1
101700,0.0000,1
101701,0.0000,1
101702,0.0000,1
101703,0.0000,1
101704,0.0000,1
101705,0.0000,1
101706,0.0000,1
101707,0.0000,1
101708,0.0000,1
101709,0.0000,1
101710,0.0000,1
101711,0.0000,1
101712,0.0000,1
101713,0.0000,1
101714,0.0000,1
101715,0.0000,1
101716,0.0000,1
101717,0.0000,1
101718,805.0000,1
101719,17.0000,1
101720,0.0000,1
101721,0.0000,1
101722,0.0000,1
101723,540.0000,1
101724,1135.0000,1
101725,722.0000,1
101726,134.0000,1
101727,0.0000,1
101728,0.0000,0
101729,0.0000,1
101730,0.0000,1
101731,0.0000,1
101732,0.0000,1
101733,0.0000,1
101734,940.0000,1
101735,827.0000,1
101736,891.0000,1
101737,67.0000,1
101738,0.0000,1
101739,60.0000,1
101740,0.0000,1
101741,0.0000,1
101742,0.0000,1
101743,0.0000,1
101744,0.0000,1
101745,0.0000,1
101746,0.0000,1
101747,0.0000,1
101748,0.0000,1
101749,0.0000,1
101750,0.0000,1
101751,0.0000,1
101752,0.0000,1
101753,0.0000,1
101754,0.0000,1
101755,0.0000,1
101756,0.0000,1
101757,0.0000,1
101758,0.0000,1
101759,0.0000,1
101760,0.0000,1
101761,0.0000,1
101762,0.0000,1
101763,0.0000,1
101764,0.0000,1
101765,0.0000,1
101766,0.0000,1
101767,0.0000,1
101768,0.0000,0
101769,0.0000,1
101770,0.0000,1
101772,0.0000,1
101774,0.0000,1
101775,0.0000,1
101776,0.0000,1
101777,0.0000,1
101778,0.0000,1
101779,0.0000,1
101780,0.0000,1
101781,0.0000,1
101782,0.0000,1
101783,0.0000,1
101784,0.0000,1
101785,0.0000,1
101786,0.0000,1
101787,0.0000,1
101788,0.0000,1
101789,0.0000,1
101790,0.0000,1
101791,0.0000,1
101792,0.0000,1
101793,0.0000,1
101794,0.0000,1
101795,0.0000,1
101796,0.0000,1
101797,0.0000,1
101798,0.0000,1
101799,0.0000,1
101800,0.0000,1
101801,0.0000,1
101802,0.0000,1
101803,0.0000,1
101804,0.0000,1
101805,0.0000,1
101806,0.0000,1
101807,0.0000,1
101808,0.0000,1
101809,0.0000,0
101810,0.0000,1
101811,0.0000,1
101812,0.0000,1
101813,0.0000,1
101814,0.0000,1
101815,0.0000,1
101816,0.0000,1
101817,0.0000,1
101818,0.0000,1
101819,0.0000,1
101820,0.0000,1
101821,0.0000,1
101822,0.0000,1
101823,0.0000,1
101824,0.0000,1
101825,0.0000,1
101826,0.0000,1
101827,0.0000,1
101828,0.0000,1
101829,0.0000,1
101830,0.0000,1
101831,0.0000,1
101832,0.0000,0
101833,0.0000,1
101834,0.0000,1
101835,0.0000,1
101836,0.0000,1
101837,0.0000,1
101838,0.0000,1
101839,0.0000,1
101840,0.0000,1
101842,0.0000,1
101843,0.0000,1
101844,0.0000,1
101846,0.0000,1
101847,0.0000,1
101848,0.0000,1
101849,0.0000,1
101850,0.0000,1
101851,0.0000,1
101853,0.0000,1
101855,0.0000,1
101856,14.0000,1
101857,0.0000,1
101858,0.0000,1
101859,0.0000,1
101860,0.0000,1
101861,0.0000,1
101862,0.0000,1
101863,0.0000,1
101864,0.0000,1
101869,0.0000,1
101870,0.0000,1
101872,0.0000,1
101873,0.0000,1
101876,0.0000,1
101882,0.0000,1
101883,0.0000,1
101884,0.0000,1
101885,1578.0000,1
101887,0.0000,1
101889,0.0000,1
101891,0.0000,1
101893,0.0000,0
101900,0.0000,1
101901,0.0000,1
101902,0.0000,1
101903,0.0000,1
101904,0.0000,1
101905,0.0000,1
101906,0.0000,1
101907,0.0000,1
101908,0.0000,1
101909,0.0000,1
101910,0.0000,1
101911,0.0000,1
101912,0.0000,1
101913,0.0000,1
101914,0.0000,1
101915,0.0000,1
101916,0.0000,1
101917,0.0000,1
101918,0.0000,1
101919,0.0000,1
101920,0.0000,1
101921,0.0000,1
101922,0.0000,1
101923,0.0000,1
101924,0.0000,1
101925,0.0000,1
101926,0.0000,1
101927,0.0000,1
101928,0.0000,1
101929,0.0000,1
101930,0.0000,1
101931,0.0000,1
101932,0.0000,1
101933,0.0000,1
101934,0.0000,1
101935,0.0000,1
101936,0.0000,1
101937,0.0000,1
101938,0.0000,1
101939,0.0000,1
101940,0.0000,1
101941,0.0000,1
101942,0.0000,1
101943,0.0000,1
101944,0.0000,1
101945,0.0000,1
101946,0.0000,1
101947,0.0000,1
101948,0.0000,1
101949,0.0000,1
101950,0.0000,1
101951,0.0000,1
101952,0.0000,1
101953,0.0000,1
101954,0.0000,1
101955,0.0000,1
101956,0.0000,1
101957,0.0000,1
101958,0.0000,1
101959,0.0000,1
101960,0.0000,1
101961,0.0000,1
101962,0.0000,1
101963,0.0000,1
101964,0.0000,1
101965,0.0000,1
101966,0.0000,1
101967,0.0000,1
101968,0.0000,1
101969,0.0000,1
101970,0.0000,1
101971,0.0000,1
101972,0.0000,1
101973,0.0000,1
101974,0.0000,1
101975,0.0000,1
101976,0.0000,1
101977,0.0000,1
101978,0.0000,1
101979,0.0000,1
101980,0.0000,1
101981,0.0000,1
101982,0.0000,1
101983,0.0000,1
101984,0.0000,1
101985,0.0000,1
101986,0.0000,1
101987,0.0000,1
102071,0.0000,1
102073,0.0000,1
102074,0.0000,1
102075,0.0000,1
102076,0.0000,1
102077,0.0000,1
102078,0.0000,1
102079,0.0000,1
102080,0.0000,1
102081,0.0000,1
102082,0.0000,1
102083,0.0000,1
102084,0.0000,1
102085,0.0000,1
102086,0.0000,1
102087,0.0000,1
102088,0.0000,1
102089,0.0000,1
102090,0.0000,1
102091,0.0000,1
102092,0.0000,1
102093,0.0000,1
102094,0.0000,1
102095,200.0000,1
102096,0.0000,1
102097,0.0000,1
102098,0.0000,1
102099,0.0000,1
102100,0.0000,1
102101,0.0000,1
102102,0.0000,1
102103,0.0000,1
102104,0.0000,1
102105,0.0000,1
102106,0.0000,1
102107,0.0000,1
102108,0.0000,1
